Query Name,Hit Contig ID,Hit length,Nb. HSPs,Score ,E Value ,Align. length,Identity,Query Start Position,Query End Position,Query frame,Query Coverage,Hit Start Position,Hit End Position,Hit frame,Hit coverage,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196274_LN:i:1267481_RC:i:94_XO:i:0_pilon,1270408,1,79,3.00E-34,123,88.60%,1,120,1,100%,51800,51922,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199844_LN:i:665966_RC:i:46_XO:i:0_pilon,675141,2,78,1.00E-33,118,89%,3,120,1,98.30%,70910,71026,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199844_LN:i:665966_RC:i:46_XO:i:0_pilon,675141,2,65,2.00E-26,89,91%,32,120,1,74.20%,32815,32903,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198314_LN:i:225047_RC:i:25_XO:i:0_pilon,232936,1,78,1.00E-33,120,88.30%,1,120,1,100%,43351,43232,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197866_LN:i:358597_RC:i:32_XO:i:0_pilon,381152,2,78,1.00E-33,120,88.30%,1,120,1,100%,216406,216287,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197866_LN:i:358597_RC:i:32_XO:i:0_pilon,381152,2,46,7.00E-16,80,86.20%,41,120,1,66.70%,300088,300010,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197234_LN:i:602425_RC:i:59_XO:i:0_pilon,611236,1,78,1.00E-33,84,97.60%,37,120,1,70%,366305,366388,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196640_LN:i:683249_RC:i:66_XO:i:0_pilon,695600,1,77,4.00E-33,121,88.40%,2,120,1,99.20%,238979,239098,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199604_LN:i:263555_RC:i:32_XO:i:0_pilon,265659,2,76,2.00E-32,89,95.50%,32,120,1,74.20%,234339,234252,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199604_LN:i:263555_RC:i:32_XO:i:0_pilon,265659,2,45,3.00E-15,114,79.80%,1,114,1,95%,12298,12411,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196150_LN:i:282941_RC:i:36_XO:i:0_pilon,286889,2,76,2.00E-32,79,98.70%,42,120,1,65.80%,48969,49047,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196150_LN:i:282941_RC:i:36_XO:i:0_pilon,286889,2,64,7.00E-26,119,84.90%,2,120,1,99.20%,58368,58251,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198796_LN:i:103917_RC:i:22_XO:i:0_pilon,101089,1,75,6.00E-32,121,87.60%,1,120,1,100%,14114,14234,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197810_LN:i:278124_RC:i:16_XO:i:0_pilon,287359,2,75,6.00E-32,115,89.60%,1,115,1,95.80%,276520,276626,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197810_LN:i:278124_RC:i:16_XO:i:0_pilon,287359,2,52,3.00E-19,80,88.80%,41,120,1,66.70%,226506,226428,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200574_LN:i:221051_RC:i:8_XO:i:0_pilon,227686,2,74,2.00E-31,111,90.10%,10,120,1,92.50%,67704,67601,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200574_LN:i:221051_RC:i:8_XO:i:0_pilon,227686,2,49,2.00E-17,110,81.80%,11,120,1,91.70%,67525,67417,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199442_LN:i:398565_RC:i:26_XO:i:0_pilon,407122,2,74,2.00E-31,89,94.40%,32,120,1,74.20%,208317,208229,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199442_LN:i:398565_RC:i:26_XO:i:0_pilon,407122,2,39,6.00E-12,45,95.60%,64,108,1,37.50%,307407,307451,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199176_LN:i:396491_RC:i:35_XO:i:0_pilon,396017,2,74,2.00E-31,89,94.40%,32,120,1,74.20%,303468,303380,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199176_LN:i:396491_RC:i:35_XO:i:0_pilon,396017,2,55,7.00E-21,80,90%,41,120,1,66.70%,303273,303195,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197912_LN:i:247399_RC:i:31_XO:i:0_pilon,250400,1,74,2.00E-31,89,94.40%,32,120,1,74.20%,151218,151306,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196514_LN:i:775151_RC:i:49_XO:i:0_pilon,797176,1,74,2.00E-31,121,87.60%,2,120,1,99.20%,453828,453947,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196140_LN:i:1732146_RC:i:148_XO:i:0_pilon,1736452,1,74,2.00E-31,89,94.40%,32,120,1,74.20%,967280,967192,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196270_LN:i:1968323_RC:i:190_XO:i:0_pilon,1987013,1,73,7.00E-31,89,94.40%,32,120,1,74.20%,384130,384217,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196230_LN:i:1062319_RC:i:86_XO:i:0_pilon,1072032,2,73,7.00E-31,89,94.40%,32,120,1,74.20%,187015,186928,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196230_LN:i:1062319_RC:i:86_XO:i:0_pilon,1072032,2,71,9.00E-30,89,93.30%,32,120,1,74.20%,124982,124894,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199834_LN:i:97098_RC:i:6_XO:i:0_pilon,99078,1,72,3.00E-30,84,95.20%,32,115,1,70%,26052,26135,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197514_LN:i:358853_RC:i:25_XO:i:0_pilon,354862,2,72,3.00E-30,103,90.30%,19,120,1,85%,186197,186096,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197514_LN:i:358853_RC:i:25_XO:i:0_pilon,354862,2,54,3.00E-20,109,83.50%,12,120,1,90.80%,186018,185911,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196090_LN:i:218339_RC:i:23_XO:i:0_pilon,224944,4,72,3.00E-30,115,87.80%,8,120,1,94.20%,25620,25734,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196090_LN:i:218339_RC:i:23_XO:i:0_pilon,224944,4,72,3.00E-30,115,87.80%,8,120,1,94.20%,34633,34747,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196090_LN:i:218339_RC:i:23_XO:i:0_pilon,224944,4,55,7.00E-21,110,83.60%,11,120,1,91.70%,34824,34932,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196090_LN:i:218339_RC:i:23_XO:i:0_pilon,224944,4,53,9.00E-20,111,82.90%,11,120,1,91.70%,25809,25918,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200224_LN:i:121196_RC:i:11_XO:i:0_pilon,124254,5,71,9.00E-30,120,86.70%,2,120,1,99.20%,85752,85634,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200224_LN:i:121196_RC:i:11_XO:i:0_pilon,124254,5,42,1.00E-13,58,91.40%,59,115,1,47.50%,89156,89212,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200224_LN:i:121196_RC:i:11_XO:i:0_pilon,124254,5,42,1.00E-13,84,83.30%,32,115,1,70%,89242,89325,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200224_LN:i:121196_RC:i:11_XO:i:0_pilon,124254,5,42,1.00E-13,76,85.50%,41,115,1,62.50%,91741,91815,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200224_LN:i:121196_RC:i:11_XO:i:0_pilon,124254,5,41,4.00E-13,74,85.10%,41,114,1,61.70%,92079,92152,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200200_LN:i:405215_RC:i:42_XO:i:0_pilon,417815,2,71,9.00E-30,86,94.20%,35,120,1,71.70%,18013,17928,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200200_LN:i:405215_RC:i:42_XO:i:0_pilon,417815,2,39,6.00E-12,45,95.60%,1,45,1,37.50%,27501,27457,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199142_LN:i:104072_RC:i:9_XO:i:0_pilon,102649,1,71,9.00E-30,87,94.30%,1,86,1,71.70%,25964,25878,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196656_LN:i:920907_RC:i:120_XO:i:0_pilon,938031,1,71,9.00E-30,89,93.30%,32,120,1,74.20%,512883,512795,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg203150_LN:i:107473_RC:i:7_XO:i:0_pilon,106183,1,70,3.00E-29,89,93.30%,32,120,1,74.20%,46396,46483,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201928_LN:i:337181_RC:i:14_XO:i:0_pilon,330734,1,70,3.00E-29,89,93.30%,32,120,1,74.20%,165300,165387,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201068_LN:i:159173_RC:i:19_XO:i:0_pilon,169147,3,70,3.00E-29,82,95.10%,1,82,1,68.30%,71312,71231,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201068_LN:i:159173_RC:i:19_XO:i:0_pilon,169147,3,66,6.00E-27,72,97.20%,49,120,1,60%,158940,158869,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201068_LN:i:159173_RC:i:19_XO:i:0_pilon,169147,3,45,3.00E-15,73,87.70%,48,120,1,60.80%,78789,78718,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198438_LN:i:136899_RC:i:25_XO:i:0_pilon,140278,1,70,3.00E-29,89,93.30%,32,120,1,74.20%,39245,39158,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196684_LN:i:977963_RC:i:73_XO:i:0_pilon,991284,1,70,3.00E-29,119,86.60%,2,120,1,99.20%,564782,564899,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196222_LN:i:88827_RC:i:11_XO:i:0_pilon,90982,1,70,3.00E-29,76,97.40%,45,120,1,63.30%,12032,12107,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg203256_LN:i:169571_RC:i:6_XO:i:0_pilon,166513,2,69,1.00E-28,120,87.50%,1,120,1,100%,67181,67073,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg203256_LN:i:169571_RC:i:6_XO:i:0_pilon,166513,2,67,2.00E-27,118,87.30%,3,120,1,98.30%,6310,6204,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197918_LN:i:223850_RC:i:29_XO:i:0_pilon,224634,1,69,1.00E-28,78,96.20%,43,120,1,65%,11455,11532,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg202980_LN:i:313463_RC:i:12_XO:i:0_pilon,325328,2,68,4.00E-28,120,85.80%,1,120,1,100%,209494,209377,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg202980_LN:i:313463_RC:i:12_XO:i:0_pilon,325328,2,45,3.00E-15,75,86.70%,41,115,1,62.50%,209753,209679,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199368_LN:i:79855_RC:i:6_XO:i:0_pilon,84012,2,68,4.00E-28,89,92.10%,32,120,1,74.20%,56990,57078,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199368_LN:i:79855_RC:i:6_XO:i:0_pilon,84012,2,55,7.00E-21,110,83.60%,11,120,1,91.70%,57332,57440,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198454_LN:i:240703_RC:i:25_XO:i:0_pilon,250277,3,68,4.00E-28,89,92.10%,32,120,1,74.20%,66779,66691,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198454_LN:i:240703_RC:i:25_XO:i:0_pilon,250277,3,47,2.00E-16,80,86.20%,32,111,1,66.70%,64828,64907,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198454_LN:i:240703_RC:i:25_XO:i:0_pilon,250277,3,46,7.00E-16,55,94.50%,61,115,1,45.80%,65013,65067,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197688_LN:i:259709_RC:i:35_XO:i:0_pilon,267443,1,68,4.00E-28,78,96.20%,44,120,1,64.20%,79125,79202,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197016_LN:i:279433_RC:i:33_XO:i:0_pilon,287131,1,68,4.00E-28,89,92.10%,32,120,1,74.20%,239794,239706,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198174_LN:i:559707_RC:i:33_XO:i:0_pilon,563022,1,67,2.00E-27,109,87.20%,12,120,1,90.80%,297186,297294,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197576_LN:i:508448_RC:i:83_XO:i:0_pilon,514144,2,67,2.00E-27,70,98.60%,51,120,1,58.30%,150025,149956,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197576_LN:i:508448_RC:i:83_XO:i:0_pilon,514144,2,53,9.00E-20,78,89.70%,43,120,1,65%,149920,149844,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198286_LN:i:155719_RC:i:23_XO:i:0_pilon,167707,1,66,6.00E-27,75,96%,46,120,1,62.50%,14569,14495,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201988_LN:i:304320_RC:i:8_XO:i:0_pilon,295069,2,65,2.00E-26,71,97.20%,50,120,1,59.20%,145462,145532,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg201988_LN:i:304320_RC:i:8_XO:i:0_pilon,295069,2,65,2.00E-26,71,97.20%,50,120,1,59.20%,225544,225614,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199362_LN:i:364008_RC:i:43_XO:i:0_pilon,365634,1,65,2.00E-26,74,95.90%,1,74,1,61.70%,102472,102545,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199022_LN:i:126871_RC:i:19_XO:i:0_pilon,146447,1,65,2.00E-26,80,93.80%,41,120,1,66.70%,81754,81833,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198478_LN:i:311523_RC:i:23_XO:i:0_pilon,329138,1,65,2.00E-26,80,93.80%,41,120,1,66.70%,101806,101885,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198392_LN:i:561149_RC:i:53_XO:i:0_pilon,564998,1,65,2.00E-26,74,95.90%,1,74,1,61.70%,542571,542644,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198310_LN:i:419402_RC:i:18_XO:i:0_pilon,436505,1,65,2.00E-26,80,93.80%,41,120,1,66.70%,255895,255816,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg203530_LN:i:61948_RC:i:6_XO:i:0_pilon,65722,2,64,7.00E-26,109,86.20%,12,120,1,90.80%,120,12,-1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg203530_LN:i:61948_RC:i:6_XO:i:0_pilon,65722,2,63,3.00E-25,109,86.20%,12,120,1,90.80%,46803,46696,-1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198072_LN:i:445390_RC:i:29_XO:i:0_pilon,446563,1,64,7.00E-26,88,90.90%,33,120,1,73.30%,424310,424397,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197790_LN:i:587684_RC:i:33_XO:i:0_pilon,598023,2,64,7.00E-26,73,95.90%,1,73,1,60.80%,58397,58469,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197790_LN:i:587684_RC:i:33_XO:i:0_pilon,598023,2,52,3.00E-19,79,88.60%,42,120,1,65.80%,72652,72574,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197330_LN:i:240370_RC:i:26_XO:i:0_pilon,245454,2,64,7.00E-26,88,90.90%,33,120,1,73.30%,35218,35131,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197330_LN:i:240370_RC:i:26_XO:i:0_pilon,245454,2,44,9.00E-15,56,92.90%,60,115,1,46.70%,21860,21805,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg202768_LN:i:30280_RC:i:8_XO:i:0_pilon,29326,1,62,9.00E-25,80,92.50%,41,120,1,66.70%,6905,6984,1,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199802_LN:i:125962_RC:i:13_XO:i:0_pilon,134558,1,62,9.00E-25,117,86.30%,4,120,1,97.50%,101341,101444,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199150_LN:i:774526_RC:i:64_XO:i:0_pilon,787970,2,61,3.00E-24,76,93.40%,41,116,1,63.30%,123600,123525,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199150_LN:i:774526_RC:i:64_XO:i:0_pilon,787970,2,53,9.00E-20,120,81.70%,1,120,1,100%,123157,123039,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199114_LN:i:315380_RC:i:20_XO:i:0_pilon,335480,1,61,3.00E-24,123,83.70%,1,120,1,100%,194683,194561,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198110_LN:i:628444_RC:i:40_XO:i:0_pilon,648844,1,61,3.00E-24,84,91.70%,40,120,1,67.50%,598188,598271,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197382_LN:i:401929_RC:i:51_XO:i:0_pilon,413494,2,61,3.00E-24,88,89.80%,33,120,1,73.30%,405391,405304,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197382_LN:i:401929_RC:i:51_XO:i:0_pilon,413494,2,44,9.00E-15,56,92.90%,60,115,1,46.70%,393123,393068,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196834_LN:i:317229_RC:i:26_XO:i:0_pilon,322450,1,61,3.00E-24,110,85.50%,11,120,1,91.70%,135563,135670,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200508_LN:i:304955_RC:i:34_XO:i:0_pilon,302195,1,60,1.00E-23,63,98.40%,58,120,1,52.50%,44886,44948,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198544_LN:i:140801_RC:i:16_XO:i:0_pilon,141532,1,60,1.00E-23,106,85.80%,16,120,1,87.50%,128620,128515,-1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196394_LN:i:554672_RC:i:32_XO:i:0_pilon,575322,3,60,1.00E-23,72,94.40%,49,120,1,60%,462522,462451,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196394_LN:i:554672_RC:i:32_XO:i:0_pilon,575322,3,54,3.00E-20,105,83.80%,11,115,1,87.50%,109719,109823,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196394_LN:i:554672_RC:i:32_XO:i:0_pilon,575322,3,40,2.00E-12,61,88.50%,55,115,1,50.80%,109332,109392,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg196296_LN:i:673905_RC:i:63_XO:i:0_pilon,680479,1,60,1.00E-23,121,83.50%,1,120,1,100%,567169,567050,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200218_LN:i:219181_RC:i:17_XO:i:0_pilon,221541,2,59,4.00E-23,97,87.60%,24,120,1,80.80%,30912,31004,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200218_LN:i:219181_RC:i:17_XO:i:0_pilon,221541,2,55,7.00E-21,110,83.60%,11,120,1,91.70%,31510,31618,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198988_LN:i:163027_RC:i:27_XO:i:0_pilon,159622,1,59,4.00E-23,80,91.20%,41,120,1,66.70%,65192,65271,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197574_LN:i:779799_RC:i:56_XO:i:0_pilon,785235,2,59,4.00E-23,80,91.20%,41,120,1,66.70%,100976,100897,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197574_LN:i:779799_RC:i:56_XO:i:0_pilon,785235,2,54,3.00E-20,105,83.80%,16,120,1,87.50%,100817,100713,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197168_LN:i:447613_RC:i:41_XO:i:0_pilon,445176,2,59,4.00E-23,69,95.70%,52,120,1,57.50%,68088,68155,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197168_LN:i:447613_RC:i:41_XO:i:0_pilon,445176,2,49,2.00E-17,111,82%,11,120,1,91.70%,68232,68339,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200342_LN:i:194317_RC:i:16_XO:i:0_pilon,190961,2,58,2.00E-22,81,91.40%,41,120,1,66.70%,13836,13913,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg200342_LN:i:194317_RC:i:16_XO:i:0_pilon,190961,2,58,2.00E-22,81,91.40%,41,120,1,66.70%,24728,24651,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199838_LN:i:160048_RC:i:20_XO:i:0_pilon,159530,2,58,2.00E-22,89,88.80%,32,120,1,74.20%,96950,97036,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199838_LN:i:160048_RC:i:20_XO:i:0_pilon,159530,2,38,2.00E-11,41,97.60%,80,120,1,34.20%,96812,96852,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199302_LN:i:77377_RC:i:7_XO:i:0_pilon,86918,1,58,2.00E-22,81,91.40%,41,120,1,66.70%,67325,67402,1,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199050_LN:i:735559_RC:i:66_XO:i:0_pilon,743133,1,58,2.00E-22,81,91.40%,41,120,1,66.70%,297185,297108,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199034_LN:i:375599_RC:i:12_XO:i:0_pilon,389482,3,58,2.00E-22,81,91.40%,41,120,1,66.70%,12238,12315,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199034_LN:i:375599_RC:i:12_XO:i:0_pilon,389482,3,58,2.00E-22,81,91.40%,41,120,1,66.70%,25101,25024,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg199034_LN:i:375599_RC:i:12_XO:i:0_pilon,389482,3,58,2.00E-22,110,84.50%,11,120,1,91.70%,176987,177095,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198864_LN:i:726401_RC:i:67_XO:i:0_pilon,745732,1,58,2.00E-22,81,91.40%,41,120,1,66.70%,718057,717980,-1,0%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg198742_LN:i:43871_RC:i:8_XO:i:0_pilon,45072,1,58,2.00E-22,81,91.40%,41,120,1,66.70%,3463,3386,-1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
Ars-DIR2_1_-3096_-2977,Utg197770_LN:i:55485_RC:i:9_XO:i:0_pilon,50589,2,58,2.00E-22,81,91.40%,41,120,1,66.70%,28574,28651,1,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,
